review_id,order_id,review_score,review_comment_message,review_text
b72bd3fd585afc34753bab0faa77d064,73e019fdcb05a01a6a7200bce40ef5f6,1,Recebi o produto dia 15.12.17 e encaminhei um e-mail ao stark sobre ter recebido o produto com Defeito. O stark informou que estaria repassando para o parceiro. No aguardo da resolução.,Recebi o produto dia 15.12.17 e encaminhei um e-mail ao stark sobre ter recebido o produto com Defeito. O stark informou que estaria repassando para o parceiro. No aguardo da resolução.
0d6a1a1b9c0f6654927cd770ad20c462,fd4109dbc7f1afb126fbcac13ec4f5b8,1,"Comprei um produto,me mandaram um outro produto que não tem nada a ver com o qual foi pago.","Comprei um produto,me mandaram um outro produto que não tem nada a ver com o qual foi pago."
3d21c7adfde003d678005546c499f2c0,771c4f1f521f462e4b95619e648aaeab,1,Falta a entrega da Cúpula para abajur modelo tradicional.,Falta a entrega da Cúpula para abajur modelo tradicional.
4a76fc553e3245d6b4e85af39dad639f,e352ff9f2e0ad057b6ce41cc5a662991,1,Foram recebidos três capas de travesseiros das quatro compradas.,Foram recebidos três capas de travesseiros das quatro compradas.
9d9e9d372d8107fd9d2d2b8ea9b1418c,610d01be21a4553d8ae1b2c4000c2703,1,"Não recebido e ninguém responde os meu email
Nem a atualizar o acompanhamento pra saber se ainda vou receber minha em comenda",Não recebido e ninguém responde os meu email Nem a atualizar o acompanhamento pra saber se ainda vou receber minha em comenda
22bfb56e136e34362552aba105408a0e,4a422e8c9f64de121752b33d4571f783,1,"Fiz a compra e o prazo era de uma semana, quando finalizei estenderam para 1 mês e ainda não recebi. Não recomendo e não compro mais aqui.","Fiz a compra e o prazo era de uma semana, quando finalizei estenderam para 1 mês e ainda não recebi. Não recomendo e não compro mais aqui."
e9f2aec0cd22b95a889e0e62abd599b5,91427fef1ca1431d3d86d7bcd0b51ebc,2,Vieram 2 rastreadores e nenhum dos dois funcionou. O fornecedor falou que o lote inteiro veio com problema. Devolvi e estou esperando o reembolso.,Vieram 2 rastreadores e nenhum dos dois funcionou. O fornecedor falou que o lote inteiro veio com problema. Devolvi e estou esperando o reembolso.
f69bf052b3b43abde9856c27c1b8bf05,626add0c9183e7802564bf732e183dd1,2,"Recebi o produto certinho, mas quero o reembolso do frete pois eu paguei e tive que ir buscar no correio.
Gastei gasolina e ainda paguei o frete, sacanagem","Recebi o produto certinho, mas quero o reembolso do frete pois eu paguei e tive que ir buscar no correio. Gastei gasolina e ainda paguei o frete, sacanagem"
1458dac0e909a9ecddb2a2e07f65c9d1,e4bdc363e2eda01d30176e4467b12cb3,2,"Fiz a compra de dois vasos, mas só recebi um vaso!","Fiz a compra de dois vasos, mas só recebi um vaso!"
e1ce19acfe21261e8653d51727e4a272,d0db1abdd06cc1539b6dad30898d02bb,2,"Ele veio totalmente errado, preciso que vocês respondam meu email sobre devolução ","Ele veio totalmente errado, preciso que vocês respondam meu email sobre devolução"
63fe749565f3523c3315875954399273,d71fc3033bc27e81b5a946294eb577dc,2,"Comprei o espeto flex e o estinho flex.
o Espeto flex giratório não chegou ainda.",Comprei o espeto flex e o estinho flex. o Espeto flex giratório não chegou ainda.
ee9b99e11ec627e17202dd2d98ce28f7,c2b32a9eef15f09698bb2ec1a17a6a70,2,O produto ainda não chegou,O produto ainda não chegou
3399c230c47b20e122f6b143546b61a7,a9c8ac0c26c178f0ad33618f96225a01,2,"muito ruim, atendimento somente eletronico, vc é obrigado a esperar pele boa vontade da loja para entrar em contato.","muito ruim, atendimento somente eletronico, vc é obrigado a esperar pele boa vontade da loja para entrar em contato."
b5a3419cc784fa4fcfa65d7cc44145ac,ac0d19143b07550124df5139ba1faa6a,2,"O produto tinha previsão de entrega para o dia 27/12/2016 e até a presente data não recebi.
",O produto tinha previsão de entrega para o dia 27/12/2016 e até a presente data não recebi.
64180c2c7916ed488bcb592f0f4b4921,7144ca093cbdecfdfc3e76d49da6ffb9,2,Está faltando receber um produto: Pulseira Masculina de Couro Caveira Couro Legítimo + Pedra Preto 20 ,Está faltando receber um produto: Pulseira Masculina de Couro Caveira Couro Legítimo + Pedra Preto 20
559d0de3fbceb6ea4bd7b5cd18e23ad5,6275954c6646fe2a6fcc3b1f7771de04,2,"Comprei duas unidades , apenas uma foi entregue.","Comprei duas unidades , apenas uma foi entregue."
e049b4edc0075c13e699fc64ab220105,65475724044e5b94d968124fa141af0c,2,"me encaminharam um email informando que houve 'problema' com a entrega, já entrei em contato para saber o que houve, se iam devolver o dinheiro ou prorrogar o prazo da entrega e não me deram resposta","me encaminharam um email informando que houve 'problema' com a entrega, já entrei em contato para saber o que houve, se iam devolver o dinheiro ou prorrogar o prazo da entrega e não me deram resposta"
189c6d61e928ca918a2941d638230941,ccf8a8b92abacf806c88702be2848cce,2,O prazo de entrega era dia 27/03/2018 hoje dia 29/03/2018 e ainda não recebi o produto!,O prazo de entrega era dia 27/03/2018 hoje dia 29/03/2018 e ainda não recebi o produto!
afa4452e5e5b79681346303da60abbbd,2228184e3773ea7d28d150ed03ef65dc,2,"Produto de péssima qualidade, muito diferente do oferecido no site. ","Produto de péssima qualidade, muito diferente do oferecido no site."
fdde7e081267adc5445fc4e9f4eac7f7,77625c9343b4dd4a9536f65e9ea50135,2,"Entrega incompleta, faltou duas peças","Entrega incompleta, faltou duas peças"
101953a8fbbf1cc53809d5615bbf893b,cf287f639abd10b1630574c4a065d4f1,2,"Meu pedido veio incompleto. No envelope que recebi pelo correio havia apenas uma calculadora, mas na nota informava que eram duas unidades.","Meu pedido veio incompleto. No envelope que recebi pelo correio havia apenas uma calculadora, mas na nota informava que eram duas unidades."
63f0470b226a104fd3a8b520d63adefe,778c4b126dadc4564077343c319a97e7,2,So acho que esta demorando muito ,So acho que esta demorando muito
310daa68dce1527eed3b8ca0f88cdd81,88e06e052985636ec90e5e7337150b62,2,"Uma eternidade apenas para separar o produto para a entrega , aí o prazo estimado de entrega se foi faz dias. ","Uma eternidade apenas para separar o produto para a entrega , aí o prazo estimado de entrega se foi faz dias."
3a8ad9a305e3cdd367e1b1c837562065,d0df06d018f93a2c4be0637e728843ba,3,"Apesar do controle ter todas as funcionalidades do original, a qualidade do material é bem pior. A foto é diferente do produto.","Apesar do controle ter todas as funcionalidades do original, a qualidade do material é bem pior. A foto é diferente do produto."
c676e266b6c4ce909594f2f144f2a236,c9fddd8d2730610e00bbcda3e79fdcca,3,recomendo,recomendo
ea3d2a345d77d62026a947c61eeae44a,94d427c43b021e3554c0aae6436b57e9,3,"O objeto em questão foi o q eu esperava mais a embalagem poderia ser um pouco melhor, deveria ser de metal a final para se presentear uma pessoa a embalagem é muito simples","O objeto em questão foi o q eu esperava mais a embalagem poderia ser um pouco melhor, deveria ser de metal a final para se presentear uma pessoa a embalagem é muito simples"
54e65ea9b1e84a47c6e3b4ef26b1f331,f1036577176d907152534984bfd5018f,3,tem problema com un cartucho o preto nao funciona,tem problema com un cartucho o preto nao funciona
4d14b091d71391a8bb96870aa1f7d3c1,0c922ae7c3b6cb7d848150c80121bc1b,3,Goste e recomendo,Goste e recomendo
8c021cb6a775e23577faf20930baf7af,3d9db74ebd029e82a9faec705ec2dab6,3,"Chegou , mas não vai dar certo na minha casa , vou trocar","Chegou , mas não vai dar certo na minha casa , vou trocar"
3f0045f8f91e85d1d4a1ba745264f17f,f14cabd169ba0d0ecb7433e55c72aca2,3,Chegou no prazo dado pela transportadora ,Chegou no prazo dado pela transportadora
da3aafbc9c830cd76869ca1364e9969b,1cc1119de21902e3e78c9c2a217a9ad4,3,Bom,Bom
37ec2dcdb1ff61e0987719a93fbb8e2b,c171b5e40886fdb5a21408a037b5e737,3,ótimo atendimento e produto.,ótimo atendimento e produto.
75b2a12fd743171a0213b74dfa69db7d,4ad1105e12f275c3475462d6811caf8b,3,"Aguardo o recebimento da minha encomenda com urgência...
No momento estou Insatisfeita com a empresa.
98 98818 1068
98 98845 1618",Aguardo o recebimento da minha encomenda com urgência... No momento estou Insatisfeita com a empresa. 98 98818 1068 98 98845 1618
0e30e365a99555a4062c214b901f0001,a61379db8a77b3c23fd2f0f60a5bd564,3,"Empresa entregou meu pedido muito antes do prazo previsto, excelente, porém infelizmente um dos produtos chegou faltando uma parte. Estou aguardando retorno da loja sobre o assunto.","Empresa entregou meu pedido muito antes do prazo previsto, excelente, porém infelizmente um dos produtos chegou faltando uma parte. Estou aguardando retorno da loja sobre o assunto."
9919dd8ad2b1f607633932a136fab5b3,3385c99ff53af3e0f1115d79f6165d6f,3,"houve muita demora no envio do produto, mais de 10 dias para enviar o produto, o que parece que a loja não tinha o produto em estoque, ou foi descaso mesmo.","houve muita demora no envio do produto, mais de 10 dias para enviar o produto, o que parece que a loja não tinha o produto em estoque, ou foi descaso mesmo."
90c70b90103b97e4c803851a2b91e0f6,aaa4c8bb37dd88031c3b22a269ed74ea,3,"Chegou rápido, igual a foto, mas a chave não serve para o modelo GM Agile como disse na descrição. O comando do controle remoto da chave original não cabe dentro da caixa do canivete. Pedi a devolução","Chegou rápido, igual a foto, mas a chave não serve para o modelo GM Agile como disse na descrição. O comando do controle remoto da chave original não cabe dentro da caixa do canivete. Pedi a devolução"
d04284bbc299959d4c899c538de3059c,732d14176b86ff078b82fa071d56f74c,3,"nao recebi meu produto ,gostaria de q me reenviace os produtos","nao recebi meu produto ,gostaria de q me reenviace os produtos"
d27c68a16884393a2ccc4e7ddeed81b3,1ecb44533ccf6974a67e7d36d913b027,3,Entrega rápida e correta,Entrega rápida e correta
969acced74b03ed005c80093d38451ea,2ec51579f21b9d6da3f417e7ccea378d,3,Bom,Bom
77c78dc685c90a1f1e8248b226399ed6,8993af9c591e49725d6658a86ab3314c,3,"Produto entregue em perfeito estado dentro do prazo estipulado, tudo ok. Grata.","Produto entregue em perfeito estado dentro do prazo estipulado, tudo ok. Grata."
